Model,N_dense,N_active,N_total,D1,D2,Loss
8x_0.1b,0.09832384,0.31954624,0.61449664,2.3068672,2.3068672,2.690403
8x_15m,0.01475168,0.0479408,0.09218912,2.3068672,0.5767168,3.103394
8x_44m,0.0442488,0.14380464,0.27653808,2.3068672,1.1534336,2.875206
8x_44m,0.0442488,0.14380464,0.27653808,2.3068672,0.8650752,2.901105
8x_44m,0.0442488,0.14380464,0.27653808,2.3068672,0.5767168,2.933605
8x_0.1b,0.09832384,0.31954624,0.61449664,2.3068672,4.6137344,2.618181
8x_0.1b,0.09832384,0.31954624,0.61449664,2.3068672,1.7301504,2.720305
8x_0.1b,0.09832384,0.31954624,0.61449664,2.3068672,1.1534336,2.758541
8x_15m,0.01475168,0.01475456,0.09218912,0.2883584,2.3068672,3.208384
8x_15m,0.01475168,0.01475456,0.09218912,0.4325376,2.3068672,3.213119
8x_15m,0.01475168,0.01475456,0.09218912,0.5767168,2.3068672,3.204053
8x_15m,0.01475168,0.01475456,0.09218912,1.1534336,2.3068672,3.194466
8x_15m,0.01475168,0.01475456,0.09218912,2.3068672,2.3068672,3.196683
8x_44m,0.0442488,0.04425456,0.27653808,0.5767168,4.6137344,2.927985
8x_44m,0.0442488,0.04425456,0.27653808,0.8650752,4.6137344,2.940051
8x_44m,0.0442488,0.04425456,0.27653808,1.1534336,4.6137344,2.931415
8x_0.1b,0.09832384,0.09833344,0.61449664,1.1534336,9.2274688,2.692454
8x_44m,0.0442488,0.04425456,0.27653808,2.3068672,4.6137344,2.931339
8x_0.1b,0.09832384,0.09833344,0.61449664,1.7301504,9.2274688,2.704068
8x_44m,0.0442488,0.04425456,0.27653808,4.6137344,4.6137344,2.90838
8x_0.1b,0.09832384,0.09833344,0.61449664,2.3068672,9.2274688,2.700424
8x_0.1b,0.09832384,0.09833344,0.61449664,4.6137344,9.2274688,2.697775
8x_0.1b,0.09832384,0.09833344,0.61449664,9.2274688,9.2274688,2.685155
8x_15m,0.01475168,0.01475456,0.09218912,1.1534336,0.4325376,3.281902
8x_15m,0.01475168,0.01475456,0.09218912,0.5767168,0.4325376,3.324413
8x_15m,0.01475168,0.01475456,0.09218912,0.5767168,0.2883584,3.340627
8x_15m,0.01475168,0.01475456,0.09218912,1.1534336,0.5767168,3.264635
8x_44m,0.0442488,0.04425456,0.27653808,4.6137344,1.1534336,2.976179
8x_44m,0.0442488,0.04425456,0.27653808,0.5767168,0.8650752,3.119874
8x_15m,0.01475168,0.01475456,0.09218912,0.4325376,1.1534336,3.277274
8x_15m,0.01475168,0.01475456,0.09218912,2.3068672,1.1534336,3.22523
8x_44m,0.0442488,0.04425456,0.27653808,4.6137344,2.3068672,2.958161
8x_44m,0.0442488,0.04425456,0.27653808,4.6137344,0.5767168,2.978982
8x_15m,0.01475168,0.01475456,0.09218912,0.2883584,1.1534336,3.285477
8x_15m,0.01475168,0.01475456,0.09218912,0.5767168,1.1534336,3.270603
8x_44m,0.0442488,0.04425456,0.27653808,1.1534336,2.3068672,3.007079
8x_15m,0.01475168,0.01475456,0.09218912,0.5767168,0.5767168,3.30778
8x_44m,0.0442488,0.04425456,0.27653808,0.5767168,0.5767168,3.149935
8x_44m,0.0442488,0.04425456,0.27653808,0.8650752,0.5767168,3.109501
8x_15m,0.01475168,0.01475456,0.09218912,1.1534336,1.1534336,3.241321
8x_44m,0.0442488,0.04425456,0.27653808,1.1534336,0.8650752,3.06279
8x_15m,0.01475168,0.01475456,0.09218912,0.2883584,0.5767168,3.348284
8x_0.1b,0.09832384,0.09833344,0.61449664,1.1534336,1.7301504,2.895104
8x_15m,0.01475168,0.01475456,0.09218912,2.3068672,0.4325376,3.252769
8x_44m,0.0442488,0.04425456,0.27653808,1.1534336,0.5767168,3.079853
8x_15m,0.01475168,0.01475456,0.09218912,0.2883584,0.2883584,3.398325
8x_0.1b,0.09832384,0.09833344,0.61449664,4.6137344,2.3068672,2.792031
8x_44m,0.0442488,0.04425456,0.27653808,2.3068672,2.3068672,2.989211
8x_15m,0.01475168,0.01475456,0.09218912,0.4325376,0.5767168,3.326034
8x_15m,0.01475168,0.01475456,0.09218912,0.2883584,0.4325376,3.375429
8x_44m,0.0442488,0.04425456,0.27653808,2.3068672,1.1534336,3.011712
8x_0.1b,0.09832384,0.09833344,0.61449664,9.2274688,4.6137344,2.728182
8x_15m,0.01475168,0.01475456,0.09218912,2.3068672,0.2883584,3.249407
8x_44m,0.0442488,0.04425456,0.27653808,1.1534336,1.1534336,3.049423
8x_15m,0.01475168,0.01475456,0.09218912,0.4325376,0.4325376,3.345878
8x_0.1b,0.09832384,0.09833344,0.61449664,2.3068672,2.3068672,2.830237
8x_44m,0.0442488,0.04425456,0.27653808,2.3068672,0.8650752,3.020486
8x_15m,0.01475168,0.01475456,0.09218912,0.4325376,0.2883584,3.357425
8x_0.1b,0.09832384,0.09833344,0.61449664,1.7301504,1.1534336,2.887418
8x_15m,0.01475168,0.01475456,0.09218912,1.1534336,0.2883584,3.29119
8x_44m,0.0442488,0.04425456,0.27653808,0.8650752,0.8650752,3.099884
8x_15m,0.01475168,0.01475456,0.09218912,2.3068672,0.5767168,3.241526
8x_0.1b,0.09832384,0.09833344,0.61449664,9.2274688,2.3068672,2.755634
8x_44m,0.0442488,0.04425456,0.27653808,0.8650752,1.1534336,3.076725
8x_0.1b,0.09832384,0.09833344,0.61449664,9.2274688,1.1534336,2.768825
8x_44m,0.0442488,0.04425456,0.27653808,0.5767168,2.3068672,3.026499
8x_44m,0.0442488,0.04425456,0.27653808,4.6137344,0.8650752,2.980168
8x_0.1b,0.09832384,0.09833344,0.61449664,2.3068672,4.6137344,2.773625
8x_44m,0.0442488,0.04425456,0.27653808,2.3068672,0.5767168,3.026293
8x_0.1b,0.09832384,0.09833344,0.61449664,1.1534336,2.3068672,2.859478
8x_44m,0.0442488,0.04425456,0.27653808,0.8650752,2.3068672,3.024838
8x_0.1b,0.09832384,0.09833344,0.61449664,1.7301504,2.3068672,2.844234
8x_44m,0.0442488,0.04425456,0.27653808,0.5767168,1.1534336,3.098267
8x_0.1b,0.09832384,0.09833344,0.61449664,4.6137344,1.1534336,2.808587
8x_0.1b,0.09832384,0.09833344,0.61449664,2.3068672,1.7301504,2.846437
8x_0.1b,0.09832384,0.09833344,0.61449664,9.2274688,1.7301504,2.766052
8x_0.1b,0.09832384,0.09833344,0.61449664,1.1534336,4.6137344,2.777119
8x_0.1b,0.09832384,0.09833344,0.61449664,4.6137344,4.6137344,2.754998
8x_0.1b,0.09832384,0.09833344,0.61449664,1.7301504,1.7301504,2.866278
8x_0.1b,0.09832384,0.09833344,0.61449664,1.7301504,4.6137344,2.77936
8x_0.1b,0.09832384,0.09833344,0.61449664,4.6137344,1.7301504,2.800787
8x_0.1b,0.09832384,0.09833344,0.61449664,2.3068672,1.1534336,2.863359
8x_0.1b,0.09832384,0.09833344,0.61449664,1.1534336,1.1534336,2.91883
8x_0.2b,0.23262304,0.232640512,1.453845952,2.3068672,18.4549376,2.522631
8x_0.2b,0.23262304,0.232640512,1.453845952,2.3068672,9.2274688,2.613735
8x_0.2b,0.23262304,0.232640512,1.453845952,2.3068672,1.1534336,2.803483
8x_0.2b,0.23262304,0.232640512,1.453845952,2.3068672,2.3068672,2.758888
8x_0.2b,0.23262304,0.232640512,1.453845952,2.3068672,1.7301504,2.780598
8x_0.2b,0.23262304,0.232640512,1.453845952,2.3068672,4.6137344,2.693459
8x_0.1b,0.09832384,0.17207104,0.61449664,1.1534336,9.2274688,2.58475
8x_0.1b,0.09832384,0.17207104,0.61449664,1.7301504,9.2274688,2.581186
8x_0.1b,0.09832384,0.17207104,0.61449664,2.3068672,9.2274688,2.577041
8x_0.1b,0.09832384,0.17207104,0.61449664,4.6137344,9.2274688,2.567202
8x_0.1b,0.09832384,0.17207104,0.61449664,9.2274688,9.2274688,2.552076
8x_15m,0.01475168,0.02581664,0.09218912,0.2883584,2.3068672,3.053008
8x_44m,0.0442488,0.07743792,0.27653808,0.5767168,4.6137344,2.786402
8x_15m,0.01475168,0.02581664,0.09218912,0.4325376,2.3068672,3.046634
8x_15m,0.01475168,0.02581664,0.09218912,0.5767168,2.3068672,3.0418
8x_44m,0.0442488,0.07743792,0.27653808,0.8650752,4.6137344,2.781902
8x_15m,0.01475168,0.02581664,0.09218912,1.1534336,2.3068672,3.028641
8x_15m,0.01475168,0.02581664,0.09218912,2.3068672,2.3068672,3.017262
8x_0.2b,0.23262304,0.407098432,1.453845952,2.3068672,18.4549376,2.423687
8x_44m,0.0442488,0.07743792,0.27653808,1.1534336,4.6137344,2.77794
8x_44m,0.0442488,0.07743792,0.27653808,2.3068672,4.6137344,2.767467
8x_44m,0.0442488,0.07743792,0.27653808,4.6137344,4.6137344,2.75195
8x_0.2b,0.23262304,0.407098432,1.453845952,3.4603008,18.4549376,2.422986
8x_0.2b,0.23262304,0.407098432,1.453845952,4.6137344,18.4549376,2.419914
8x_0.2b,0.23262304,0.407098432,1.453845952,9.2274688,18.4549376,2.412818
8x_0.2b,0.23262304,0.407098432,1.453845952,18.4549376,18.4549376,2.410191
8x_0.5b,0.52188976,0.9133208,3.26173232,4.6137344,36.9098752,2.233705
8x_1b,1.085859424,1.900275424,6.786500704,9.2274688,73.8197504,2.091564
8x_0.5b,0.52188976,0.9133208,3.26173232,6.9206016,36.9098752,2.231539
8x_0.5b,0.52188976,0.9133208,3.26173232,9.2274688,36.9098752,2.231481
8x_1b,1.085859424,1.900275424,6.786500704,36.9098752,73.8197504,2.082191
8x_0.5b,0.52188976,0.9133208,3.26173232,18.4549376,36.9098752,2.224312
8x_1b,1.085859424,1.900275424,6.786500704,13.8412032,73.8197504,2.090025
8x_0.5b,0.52188976,0.9133208,3.26173232,36.9098752,36.9098752,2.214087
8x_15m,0.01475168,0.02581664,0.09218912,0.5767168,0.4325376,3.215832
8x_15m,0.01475168,0.02581664,0.09218912,0.4325376,0.5767168,3.196016
8x_15m,0.01475168,0.02581664,0.09218912,1.1534336,0.2883584,3.210777
8x_15m,0.01475168,0.02581664,0.09218912,0.5767168,0.5767168,3.18291
8x_15m,0.01475168,0.02581664,0.09218912,0.4325376,1.1534336,3.11911
8x_15m,0.01475168,0.02581664,0.09218912,0.4325376,0.2883584,3.272303
8x_15m,0.01475168,0.02581664,0.09218912,0.4325376,0.4325376,3.233901
8x_15m,0.01475168,0.02581664,0.09218912,2.3068672,1.1534336,3.070477
8x_15m,0.01475168,0.02581664,0.09218912,2.3068672,0.4325376,3.152854
8x_15m,0.01475168,0.02581664,0.09218912,2.3068672,0.5767168,3.125049
8x_15m,0.01475168,0.02581664,0.09218912,0.2883584,0.4325376,3.259697
8x_15m,0.01475168,0.02581664,0.09218912,1.1534336,0.4325376,3.179699
8x_15m,0.01475168,0.02581664,0.09218912,2.3068672,0.2883584,3.178864
8x_15m,0.01475168,0.02581664,0.09218912,0.5767168,0.2883584,3.25204
8x_15m,0.01475168,0.02581664,0.09218912,0.2883584,0.2883584,3.307893
8x_15m,0.01475168,0.02581664,0.09218912,0.2883584,0.5767168,3.218339
8x_15m,0.01475168,0.02581664,0.09218912,1.1534336,0.5767168,3.149654
8x_15m,0.01475168,0.02581664,0.09218912,0.5767168,1.1534336,3.111385
8x_15m,0.01475168,0.02581664,0.09218912,1.1534336,1.1534336,3.089018
8x_15m,0.01475168,0.02581664,0.09218912,0.2883584,1.1534336,3.132011
8x_1b,1.085859424,1.900275424,6.786500704,73.8197504,73.8197504,2.070446
8x_1b,1.085859424,1.900275424,6.786500704,18.4549376,73.8197504,2.087667
8x_44m,0.0442488,0.07743792,0.27653808,0.8650752,2.3068672,2.870104
8x_44m,0.0442488,0.07743792,0.27653808,0.8650752,0.5767168,3.021203
8x_44m,0.0442488,0.07743792,0.27653808,1.1534336,2.3068672,2.861203
8x_44m,0.0442488,0.07743792,0.27653808,0.5767168,1.1534336,2.966147
8x_44m,0.0442488,0.07743792,0.27653808,0.5767168,0.8650752,3.003484
8x_44m,0.0442488,0.07743792,0.27653808,0.5767168,2.3068672,2.878892
8x_44m,0.0442488,0.07743792,0.27653808,4.6137344,0.8650752,2.894852
8x_44m,0.0442488,0.07743792,0.27653808,2.3068672,0.8650752,2.925103
8x_44m,0.0442488,0.07743792,0.27653808,1.1534336,0.5767168,2.99828
8x_44m,0.0442488,0.07743792,0.27653808,4.6137344,0.5767168,2.918741
8x_44m,0.0442488,0.07743792,0.27653808,2.3068672,2.3068672,2.842525
8x_44m,0.0442488,0.07743792,0.27653808,2.3068672,1.1534336,2.901843
8x_44m,0.0442488,0.07743792,0.27653808,2.3068672,0.5767168,2.953732
8x_44m,0.0442488,0.07743792,0.27653808,4.6137344,1.1534336,2.874208
8x_44m,0.0442488,0.07743792,0.27653808,4.6137344,2.3068672,2.821889
8x_44m,0.0442488,0.07743792,0.27653808,0.8650752,1.1534336,2.948529
8x_44m,0.0442488,0.07743792,0.27653808,0.8650752,0.8650752,2.980978
8x_44m,0.0442488,0.07743792,0.27653808,0.5767168,0.5767168,3.053162
8x_44m,0.0442488,0.07743792,0.27653808,1.1534336,0.8650752,2.962417
8x_44m,0.0442488,0.07743792,0.27653808,1.1534336,1.1534336,2.933574
8x_0.1b,0.09832384,0.17207104,0.61449664,1.1534336,2.3068672,2.745066
8x_0.1b,0.09832384,0.17207104,0.61449664,4.6137344,1.7301504,2.711224
8x_0.1b,0.09832384,0.17207104,0.61449664,9.2274688,1.1534336,2.704969
8x_0.1b,0.09832384,0.17207104,0.61449664,4.6137344,2.3068672,2.687598
8x_0.1b,0.09832384,0.17207104,0.61449664,9.2274688,2.3068672,2.660021
8x_0.1b,0.09832384,0.17207104,0.61449664,2.3068672,4.6137344,2.64475
8x_0.1b,0.09832384,0.17207104,0.61449664,1.7301504,1.7301504,2.7617
8x_0.1b,0.09832384,0.17207104,0.61449664,1.1534336,1.1534336,2.828746
8x_0.1b,0.09832384,0.17207104,0.61449664,2.3068672,2.3068672,2.717177
8x_0.1b,0.09832384,0.17207104,0.61449664,1.7301504,2.3068672,2.729833
8x_0.1b,0.09832384,0.17207104,0.61449664,1.1534336,1.7301504,2.781928
8x_0.1b,0.09832384,0.17207104,0.61449664,2.3068672,1.1534336,2.779715
8x_0.1b,0.09832384,0.17207104,0.61449664,1.1534336,4.6137344,2.658444
8x_0.1b,0.09832384,0.17207104,0.61449664,4.6137344,4.6137344,2.62698
8x_0.1b,0.09832384,0.17207104,0.61449664,1.7301504,1.1534336,2.799604
8x_0.1b,0.09832384,0.17207104,0.61449664,4.6137344,1.1534336,2.738518
8x_0.1b,0.09832384,0.17207104,0.61449664,1.7301504,4.6137344,2.651517
8x_0.5b,0.52188976,0.9133208,3.26173232,9.2274688,6.9206016,2.384007
8x_0.1b,0.09832384,0.17207104,0.61449664,2.3068672,1.7301504,2.745523
8x_0.1b,0.09832384,0.17207104,0.61449664,9.2274688,4.6137344,2.604797
8x_0.1b,0.09832384,0.17207104,0.61449664,9.2274688,1.7301504,2.681096
8x_0.5b,0.52188976,0.9133208,3.26173232,9.2274688,18.4549376,2.294119
8x_0.5b,0.52188976,0.9133208,3.26173232,6.9206016,6.9206016,2.395744
8x_1b,1.085859424,1.900275424,6.786500704,73.8197504,13.8412032,2.184232
8x_0.5b,0.52188976,0.9133208,3.26173232,4.6137344,18.4549376,2.301433
8x_0.5b,0.52188976,0.9133208,3.26173232,4.6137344,6.9206016,2.408462
8x_1b,1.085859424,1.900275424,6.786500704,36.9098752,9.2274688,2.237783
8x_0.5b,0.52188976,0.9133208,3.26173232,36.9098752,4.6137344,2.350484
8x_0.5b,0.52188976,0.9133208,3.26173232,18.4549376,4.6137344,2.381935
8x_0.5b,0.52188976,0.9133208,3.26173232,36.9098752,6.9206016,2.330281
8x_1b,1.085859424,1.900275424,6.786500704,9.2274688,18.4549376,2.227787
8x_0.5b,0.52188976,0.9133208,3.26173232,36.9098752,18.4549376,2.265041
8x_0.5b,0.52188976,0.9133208,3.26173232,9.2274688,9.2274688,2.359177
8x_0.5b,0.52188976,0.9133208,3.26173232,4.6137344,4.6137344,2.451431
8x_1b,1.085859424,1.900275424,6.786500704,36.9098752,18.4549376,2.19097
8x_0.5b,0.52188976,0.9133208,3.26173232,18.4549376,9.2274688,2.336851
8x_0.5b,0.52188976,0.9133208,3.26173232,6.9206016,9.2274688,2.367208
8x_0.5b,0.52188976,0.9133208,3.26173232,18.4549376,18.4549376,2.281838
8x_1b,1.085859424,1.900275424,6.786500704,18.4549376,18.4549376,2.212127
8x_0.5b,0.52188976,0.9133208,3.26173232,6.9206016,4.6137344,2.431902
8x_0.5b,0.52188976,0.9133208,3.26173232,4.6137344,9.2274688,2.376851
8x_1b,1.085859424,1.900275424,6.786500704,73.8197504,18.4549376,2.169124
8x_0.5b,0.52188976,0.9133208,3.26173232,6.9206016,18.4549376,2.297335
8x_0.5b,0.52188976,0.9133208,3.26173232,18.4549376,6.9206016,2.357197
8x_1b,1.085859424,1.900275424,6.786500704,9.2274688,9.2274688,2.301389
8x_0.5b,0.52188976,0.9133208,3.26173232,9.2274688,4.6137344,2.415822
8x_0.5b,0.52188976,0.9133208,3.26173232,36.9098752,9.2274688,2.313011
8x_1b,1.085859424,1.900275424,6.786500704,73.8197504,36.9098752,2.121041
8x_1b,1.085859424,1.900275424,6.786500704,13.8412032,13.8412032,2.24483
8x_1b,1.085859424,1.900275424,6.786500704,13.8412032,36.9098752,2.151933
8x_1b,1.085859424,1.900275424,6.786500704,73.8197504,9.2274688,2.208569
8x_1b,1.085859424,1.900275424,6.786500704,9.2274688,13.8412032,2.256279
8x_1b,1.085859424,1.900275424,6.786500704,18.4549376,36.9098752,2.148068
8x_1b,1.085859424,1.900275424,6.786500704,18.4549376,9.2274688,2.270182
8x_1b,1.085859424,1.900275424,6.786500704,36.9098752,36.9098752,2.136918
8x_1b,1.085859424,1.900275424,6.786500704,18.4549376,13.8412032,2.235093
8x_1b,1.085859424,1.900275424,6.786500704,13.8412032,18.4549376,2.219297
8x_1b,1.085859424,1.900275424,6.786500704,13.8412032,9.2274688,2.283453
8x_1b,1.085859424,1.900275424,6.786500704,36.9098752,13.8412032,2.209245
8x_1b,1.085859424,1.900275424,6.786500704,9.2274688,36.9098752,2.154705
8x_0.2b,0.23262304,0.407098432,1.453845952,4.6137344,3.4603008,2.589497
8x_0.2b,0.23262304,0.407098432,1.453845952,4.6137344,9.2274688,2.4888
8x_0.2b,0.23262304,0.407098432,1.453845952,18.4549376,9.2274688,2.467631
8x_0.2b,0.23262304,0.407098432,1.453845952,3.4603008,9.2274688,2.49279
8x_0.2b,0.23262304,0.407098432,1.453845952,2.3068672,9.2274688,2.496675
8x_0.2b,0.23262304,0.407098432,1.453845952,9.2274688,3.4603008,2.565873
8x_0.2b,0.23262304,0.407098432,1.453845952,2.3068672,3.4603008,2.610166
8x_0.2b,0.23262304,0.407098432,1.453845952,9.2274688,9.2274688,2.478229
8x_0.2b,0.23262304,0.407098432,1.453845952,2.3068672,2.3068672,2.658639
8x_0.2b,0.23262304,0.407098432,1.453845952,4.6137344,4.6137344,2.557674
8x_0.2b,0.23262304,0.407098432,1.453845952,2.3068672,4.6137344,2.572902
8x_0.2b,0.23262304,0.407098432,1.453845952,9.2274688,2.3068672,2.597441
8x_0.2b,0.23262304,0.407098432,1.453845952,18.4549376,4.6137344,2.517309
8x_0.2b,0.23262304,0.407098432,1.453845952,18.4549376,3.4603008,2.540843
8x_0.2b,0.23262304,0.407098432,1.453845952,9.2274688,4.6137344,2.537153
8x_0.2b,0.23262304,0.407098432,1.453845952,4.6137344,2.3068672,2.628391
8x_0.2b,0.23262304,0.407098432,1.453845952,3.4603008,4.6137344,2.565176
8x_0.2b,0.23262304,0.407098432,1.453845952,18.4549376,2.3068672,2.56863
8x_0.2b,0.23262304,0.407098432,1.453845952,3.4603008,2.3068672,2.641515
8x_0.2b,0.23262304,0.407098432,1.453845952,3.4603008,3.4603008,2.599205
